Material Inventory Id,Material Inventory Name,Material Master ID,Total Quantity,Available Quantity,Reserved Quantity,Blocked Stock Quantity,Location,Division,Created Time,Material Code,Landed Cost,Bin Location,Bin Master ID
,,1-PPR-1,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A0075421318,2112.98,FLOOR LWR,
,,1-266W-1,1,1,0,0,1-J31BMH,1-J30J21,21/11/2019 16:47,A0075426920,8335.26,1005-0405,
,,1-247R-2,1,1,0,0,1-J31BMH,1-J30J21,19/03/2024 16:37,A0084200820,13067.75,9999-9999,
,,1-2K0L-3,1,1,0,0,1-J31BMH,1-J30J21,26/03/2022 16:27,A0084201720,9048.89,1005-0481,
,,1-82S-2,1,1,0,0,1-J31BMH,1-J30J21,23/10/2018 16:09,A0099898271,17.26,1004-0151,
,,1-1A5J-1,1,1,0,0,1-J31BMH,1-J30J21,04/05/2023 12:06,A0109902204,49.96,FLOOR LWR 1,
,,1-2FHY-1,2,2,0,0,1-J31BMH,1-J30J21,24/09/2022 12:31,A0109905004,114.78,FLOOR LWR 1,
,,1-4S-96,3,3,0,0,1-J31BMH,1-J30J21,25/04/2024 14:31,A0115458426,177.60,1005-0385,
,,1-54-152,8,8,0,0,1-J31BMH,1-J30J21,30/03/2024 12:59,A0119887678,257.67,1005-0333,
,,1-1QK0-5,5,5,0,0,1-J31BMH,1-J30J21,25/04/2024 14:31,A0135451426,219.48,1005-0385,
,,1-2ZAX-6,1,1,0,0,1-J31BMH,1-J30J21,09/04/2024 18:28,A0185458626,130.40,FLOOR LWR,
,,1-57W8-29,1,1,0,0,1-J31BMH,1-J30J21,19/09/2024 14:40,A019997044564,315.75,FLOOR LWR,
,,1-2ADA-1,2,2,0,0,1-J31BMH,1-J30J21,15/01/2022 14:23,A0199971745,73.50,1005-0100,
,,1-12TL-2,1,1,0,0,1-J31BMH,1-J30J21,16/05/2023 18:20,A0219976545,655.50,1005-0391,
,,1-VGW-4,2,2,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0229976045,74.25,9999-9999,
,,1-2A2S-7,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0229978045,414.74,9999-9999,
,,1-4G2H-3,2,2,0,0,1-J31BMH,1-J30J21,24/09/2022 12:31,A023997634565,390.95,FLOOR LWR,
,,1-35AH-5513,1,1,0,0,1-J31BMH,1-J30J21,11/06/2024 18:19,A023997654564,507.52,FLOOR LWR 1,
,,1-1MAW-194,3,3,0,0,1-J31BMH,1-J30J21,28/09/2024 16:29,A0259971845,1397.58,FLOOR LWR,
,,1-2SSN-5,1,1,0,0,1-J31BMH,1-J30J21,21/03/2020 12:37,A0279979345,367.95,1004-0151,
,,1-5O-897,2,2,0,0,1-J31BMH,1-J30J21,01/09/2015 14:24,A0295455528,214.11,1005-0343,
,,1-35AH-2705,1,1,0,0,1-J31BMH,1-J30J21,02/08/2021 14:50,A0335459326,1718.43,RACK7,
,,1-430F-1072,1,1,0,0,1-J31BMH,1-J30J21,02/08/2021 14:50,A057545642864,1677.99,FLOOR LWR,
,,1-2YYP-1,1,1,0,0,1-J31BMH,1-J30J21,21/12/2020 16:41,A0919057201,8034.26,1004-0191,
,,1-65CC-937,6,6,0,0,1-J31BMH,1-J30J21,10/10/2024 15:11,A0949908907,139.57,1004-0345,
,,1-34LU-1,8,8,0,0,1-J31BMH,1-J30J21,07/02/2024 18:29,A0994710600,660.81,1005-0301,
,,1-26EB-23,1,1,0,0,1-J31BMH,1-J30J21,26/02/2022 13:29,A0995002003,34692.48,Upper Box,
,,1-2DIF-10,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A0995007303,41155.61,9999-9999,
,,1-2W2M-1,1,1,0,0,1-J31BMH,1-J30J21,14/08/2018 12:38,A0995460100,74.49,FLOOR LWR,
,,1-2L36-1,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0997400400,12703.06,9999-9999,
,,1-41TE-927,1,1,0,0,1-J31BMH,1-J30J21,07/08/2024 15:41,A09976019019197,26666.40,1004-0231,
,,1-9OT7-56,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A09981036027956,7667.13,FLOOR LWR 1,
,,1-ARFN-2,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A0998104403,40549.97,FLOOR LWR 1,
,,1-35AH-7038,1,1,0,0,1-J31BMH,1-J30J21,18/01/2024 11:33,A09981104009775,8909.59,1005-0151,
,,1-2Y0V-1,1,1,0,0,1-J31BMH,1-J30J21,24/09/2022 12:31,A0998300100,15061.38,FLOOR LWR 1,
,,1-35AF-3888,6,6,0,0,1-J31BMH,1-J30J21,22/10/2024 11:55,A0999063502,5998.62,1005-5325,
,,1-6X17-4,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:14,A0999063603,15458.58,FLOOR LWR 1,
,,1-6MZ7-1,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:14,A099906380364,7713.44,FLOOR LWR 1,
,,1-5A-704,3,3,0,0,1-J31BMH,1-J30J21,08/08/2015 16:15,A1120940104,3367.76,1001-0195,
,,1-2RZL-3,4,4,0,0,1-J31BMH,1-J30J21,04/10/2018 12:22,A1175450800,1330.65,1004-0191,
,,1-27BR-17,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1177250110,11063.84,2003-0411,
,,1-2HHY-1,1,1,0,0,1-J31BMH,1-J30J21,22/02/2019 16:51,A1178101900,35776.93,9999-9999,
,,1-23D9-1,1,1,0,0,1-J31BMH,1-J30J21,27/09/2019 17:48,A1178170016,2554.40,1005-0331,
,,1-2FY6-22,3,3,0,0,1-J31BMH,1-J30J21,20/07/2024 18:29,A1178200045,1272.60,9999-9999,
,,1-26XT-2,1,1,0,0,1-J31BMH,1-J30J21,20/04/2019 14:51,A1178850325,8547.32,Upper Floor,
,,1-2GSN-2,1,1,0,0,1-J31BMH,1-J30J21,18/08/2022 15:31,A1178854000,1840.00,1005-0200,
,,1-27BR-39,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1179008600,31708.11,9999-9999,
,,1-27BR-45,1,1,0,0,1-J31BMH,1-J30J21,22/05/2018 10:38,A1179066600,85556.86,FLOOR LWR,
,,1-66-272,1,1,0,0,1-J31BMH,1-J30J21,23/09/2023 17:53,A1248980765,282.00,FLOOR LWR,
,,1-66-676,46,46,0,0,1-J31BMH,1-J30J21,31/10/2024 12:23,A1249900492,204.47,1005-0381,
,,1-56-930,4,4,0,0,1-J31BMH,1-J30J21,11/09/2020 10:18,A12499005929051,116.30,1005-0391,
,,1-23D9-2,1,1,0,0,1-J31BMH,1-J30J21,28/04/2017 15:05,A1330940104,4298.18,9999-9999,
,,1-68-571,1,1,0,0,1-J31BMH,1-J30J21,22/10/2022 16:53,A1402710060,117.75,9999-9999,
,,1-5I-997,2,2,0,0,1-J31BMH,1-J30J21,11/05/2023 16:49,A1409910055,132.00,1005-0100,
,,1-27BL-1,1,1,0,0,1-J31BMH,1-J30J21,26/10/2024 14:40,A1563210006,2050.68,1005-0323,
,,1-2YI8-2,2,2,0,0,1-J31BMH,1-J30J21,24/12/2021 15:19,A1563520000,595.14,1005-0323,
,,1-266Z-4,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A15640102007X45,28052.38,9999-9999,
,,1-25ZQ-1,1,1,0,0,1-J31BMH,1-J30J21,21/02/2023 11:59,A1567320211,1441.67,1004-0305,
,,1-2H77-3,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1567351000,9785.62,9999-9999,
,,1-25N1-11,1,1,0,0,1-J31BMH,1-J30J21,28/12/2021 15:21,A1568170016,2437.60,1003-0223,
,,1-252V-1,1,1,0,0,1-J31BMH,1-J30J21,29/07/2020 10:25,A1568200044,4289.35,1004-0151,
,,1-24Y7-51,2,2,0,0,1-J31BMH,1-J30J21,12/11/2024 17:20,A1568200045,1437.10,1004-0131,
,,1-24Y7-56,1,1,0,0,1-J31BMH,1-J30J21,06/04/2019 12:19,A1568800218,32223.68,Upper Floor,
,,1-28N6-2,1,1,0,0,1-J31BMH,1-J30J21,28/06/2018 15:29,A1568801200,12511.16,Upper Floor,
,,1-2RFY-8,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1568804400,34239.46,9999-9999,
,,1-26XE-1,1,1,0,0,1-J31BMH,1-J30J21,30/10/2024 18:00,A1568850081,2656.55,9999-9999,
,,1-2TE7-7,1,1,0,0,1-J31BMH,1-J30J21,08/11/2022 14:42,A15688507229999,3431.20,9999-9999,
,,1-26XT-6,1,1,0,0,1-J31BMH,1-J30J21,29/11/2023 14:36,A1568850822,4043.73,UPPER FLOOR BOX,
,,1-2-2751,1,1,0,0,1-J31BMH,1-J30J21,17/04/2024 16:30,A1568851200,9204.05,FLOOR LWR,
,,1-285D-13,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1568851300,9204.05,FLOOR LWR,
,,1-267Z-9,1,1,0,0,1-J31BMH,1-J30J21,21/09/2021 13:14,A1568852422,8697.82,2003-0291,
,,1-2RFY-18,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1568855100,5820.80,FLOOR LWR,
,,1-2VTH-3,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1568855500,2832.80,9999-9999,
,,1-2RFY-20,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1568856700,2713.60,9999-9999,
,,1-2ZFW-3,1,1,0,0,1-J31BMH,1-J30J21,21/10/2019 11:38,A1569003303,66572.47,1004-0231,
,,1-22YN-8,1,1,0,0,1-J31BMH,1-J30J21,14/06/2022 13:26,A1569062058,29065.07,FLOOR LWR,
,,1-2RFY-27,1,1,0,0,1-J31BMH,1-J30J21,06/04/2019 11:43,A1569067800,84212.24,9999-9999,
,,1-24XP-3,1,1,0,0,1-J31BMH,1-J30J21,13/04/2021 16:59,A1644202220,13983.10,1005-0495,
,,1-23UO-2,1,1,0,0,1-J31BMH,1-J30J21,24/05/2021 11:29,A1644202520,15820.44,9999-9999,
,,1-QJ8-17,4,4,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1644231212,11739.67,9999-9999,
,,1-12VI-10,1,1,0,0,1-J31BMH,1-J30J21,25/11/2017 11:58,A1644408239,2040.86,1004-0305,
,,1-MIN-10,1,1,0,0,1-J31BMH,1-J30J21,15/07/2019 14:34,A1644700130,1785.85,1005-0351,
,,1-1QPI-4,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1644702464,3831.44,9999-9999,
,,1-22V6-1,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1644900040,1528.56,9999-9999,
,,1-94I-46,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1645000049,9394.54,9999-9999,
,,1-T4E-2,6,6,0,0,1-J31BMH,1-J30J21,30/08/2024 15:13,A1645200532,7434.38,9999-9999,
,,1-JSU-6,6,6,0,0,1-J31BMH,1-J30J21,30/08/2024 15:13,A1645200632,16005.91,9999-9999,
,,1-IDL-3,7,7,0,0,1-J31BMH,1-J30J21,28/10/2024 15:14,A1645401017,861.95,1005-0355,
,,1-1PKK-3,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A16454537049116,26958.47,9999-9999,
,,1-MKW-3,2,2,0,0,1-J31BMH,1-J30J21,21/09/2017 14:43,A1646904598,13539.66,1005-0485,
,,1-MKW-4,2,2,0,0,1-J31BMH,1-J30J21,30/08/2017 17:32,A1646904698,13539.66,1005-0465,
,,1-1F69-4,1,1,0,0,1-J31BMH,1-J30J21,15/11/2018 15:35,A1646904798,13539.66,1005-0475,
,,1-Y18-7,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1647401193,6839.63,9999-9999,
,,1-15UE-1,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A16481051939650,51391.01,9999-9999,
,,1-13RY-1,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A16481051939775,51391.01,9999-9999,
,,1-2EMM-1,1,1,0,0,1-J31BMH,1-J30J21,04/01/2023 16:37,A1648200200,4609.50,1005-0131,
,,1-UIH-2,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1648201574,2314.50,9999-9999,
,,1-KBS-4,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1648300084,22676.06,9999-9999,
,,1-1TU3-2,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1648300184,35427.50,9999-9999,
,,1-ETW-8,7,7,0,0,1-J31BMH,1-J30J21,02/11/2021 17:55,A164830021864,5628.47,1001-0135,
,,1-1L0J-14,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1648600592,1845.60,9999-9999,
,,1-OBV-9,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A16486010089999,2676.31,9999-9999,
,,1-17WD-6,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1648850331,1989.94,9999-9999,
,,1-23XO-5,1,1,0,0,1-J31BMH,1-J30J21,26/12/2019 17:47,A1649058200,12956.83,9999-9999,
,,1-1QZP-3,1,1,0,0,1-J31BMH,1-J30J21,27/12/2019 15:18,A1662400618,5341.22,9999-9999,
,,1-1IV1-10,1,1,0,0,1-J31BMH,1-J30J21,07/09/2024 11:57,A1663200325,47209.81,FLOOR LWR,
,,1-1XWS-1,3,3,0,0,1-J31BMH,1-J30J21,09/10/2021 16:39,A1663200326,18421.20,2004-0221,
,,1-1YV9-3,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1663205266,125754.31,9999-9999,
,,1-1IV1-19,1,1,0,0,1-J31BMH,1-J30J21,30/06/2019 12:22,A1663300207,57732.58,9999-9999,
,,1-1NSL-10,1,1,0,0,1-J31BMH,1-J30J21,25/12/2018 18:14,A1663300920,46948.56,Upper Floor,
,,1-1QZP-4,1,1,0,0,1-J31BMH,1-J30J21,25/12/2018 18:14,A1663301020,46948.56,Upper Floor,
,,1-1IV1-8,1,1,0,0,1-J31BMH,1-J30J21,25/12/2018 18:14,A1663301707,36120.88,Upper Floor,
,,1-1IV1-4,1,1,0,0,1-J31BMH,1-J30J21,25/12/2018 18:14,A1663301807,36120.88,Upper Floor,
,,1-1IV1-20,2,2,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1663330214,1597.66,9999-9999,
,,1-2Q65-6,2,2,0,0,1-J31BMH,1-J30J21,13/07/2024 15:40,A1664211300,12817.17,1005-0291,
,,1-2NMT-1,2,2,0,0,1-J31BMH,1-J30J21,28/10/2024 12:34,A1664211400,14585.23,1005-0291,
,,1-1T96-2,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1664230181,31625.25,FLOOR LWR,
,,1-20FL-8,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1664230281,31625.25,FLOOR LWR,
,,1-2RPM-2,2,2,0,0,1-J31BMH,1-J30J21,08/07/2024 15:19,A1664230500,12260.00,1005-0291,
,,1-2TP2-9,2,2,0,0,1-J31BMH,1-J30J21,28/10/2024 12:34,A1664230700,14585.23,1005-0291,
,,1-2H6P-8,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A166528048205,12572.79,9999-9999,
,,1-1YUR-1,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1665400105,1817.43,9999-9999,
,,1-1Y7L-2,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1665402350,11198.55,FLOOR LWR,
,,1-24YA-4,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1665405609,2945.39,FLOOR LWR,
,,1-37QA-4,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A166540570964,2282.25,FLOOR LWR,
,,1-1T5I-11,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1666300067,8235.68,9999-9999,
,,1-2Q88-6,1,1,0,0,1-J31BMH,1-J30J21,01/03/2022 15:53,A1666801903,41980.00,FLOOR LWR,
,,1-239T-1,1,1,0,0,1-J31BMH,1-J30J21,25/05/2015 12:16,A1666830091,2271.20,1005-0323,
,,1-1LTB-12,1,1,0,0,1-J31BMH,1-J30J21,24/04/2019 11:49,A1666900475,18526.07,Upper Floor(Crtn),
,,1-1NDO-33,1,1,0,0,1-J31BMH,1-J30J21,07/03/2019 16:53,A1667200137,7433.60,9999-9999,
,,1-1NDO-35,1,1,0,0,1-J31BMH,1-J30J21,07/03/2019 16:53,A1667200337,7360.80,9999-9999,
,,1-1NDO-37,1,1,0,0,1-J31BMH,1-J30J21,19/02/2019 17:00,A1667251310,18413.95,Upper Floor,
,,1-1NDO-38,1,1,0,0,1-J31BMH,1-J30J21,07/08/2018 10:46,A1667251410,18413.95,Upper Floor,
,,1-1ZEJ-2,1,1,0,0,1-J31BMH,1-J30J21,07/08/2018 10:46,A1667251800,19840.33,Upper Floor,
,,1-1NDO-41,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1667300337,7724.00,9999-9999,
,,1-1RXP-18,1,1,0,0,1-J31BMH,1-J30J21,14/09/2024 11:56,A1667600661,4042.24,FLOOR LWR,
,,1-33Q8-2,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:40,A16681001019799,12497.31,FLOOR LWR 1,
,,1-13RY-8,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A16681001649775,12497.31,9999-9999,
,,1-1HJU-3,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:40,A1668100419,32825.74,1004-0301,
,,1-XU5-14,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1668100919,8668.58,9999-9999,
,,1-2GKZ-1,1,1,0,0,1-J31BMH,1-J30J21,07/08/2018 10:46,A1668108500,51380.69,Upper Floor,
,,1-2GJW-4,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A1668109800,34179.85,FLOOR LWR 1,
,,1-1M6B-19,1,1,0,0,1-J31BMH,1-J30J21,13/08/2018 13:01,A1668110198,1262.36,9999-9999,
,,1-29Z5-1,2,2,0,0,1-J31BMH,1-J30J21,30/11/2023 17:11,A1668110777,650.55,1005-5325,
,,1-29Z5-2,2,2,0,0,1-J31BMH,1-J30J21,30/11/2023 17:11,A1668110877,663.97,1005-5325,
,,1-1NDO-47,1,1,0,0,1-J31BMH,1-J30J21,25/09/2018 12:59,A1668200174,2680.11,Upper Floor,
,,1-2A3V-25,3,3,0,0,1-J31BMH,1-J30J21,12/11/2024 17:20,A166820114528,4895.80,1005-0111,
,,1-1TIU-51,1,1,0,0,1-J31BMH,1-J30J21,16/03/2017 17:38,A1668201264,28146.77,Upper Floor,
,,1-1YKL-1,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A1668203426,20048.63,FLOOR LWR 1,
,,1-2HJ6-5,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1668260258,3237.50,9999-9999,
,,1-2NIQ-7,1,1,0,0,1-J31BMH,1-J30J21,22/01/2021 10:24,A1668262891,2219.26,1004-0151,
,,1-1O74-5,12,12,0,0,1-J31BMH,1-J30J21,15/11/2024 13:20,A1668300218,2280.28,1001-0131,
,,1-23U0-2,1,1,0,0,1-J31BMH,1-J30J21,18/05/2021 9:27,A16683009548N84,5775.20,FLOOR LWR,
,,1-23U0-3,1,1,0,0,1-J31BMH,1-J30J21,04/02/2021 14:47,A16683010548N84,5537.60,1004-0151,
,,1-2LNZ-5,6,6,0,0,1-J31BMH,1-J30J21,28/10/2024 15:14,A1668307201,5992.55,1001-0100,
,,1-3LSK-10,1,1,0,0,1-J31BMH,1-J30J21,27/05/2019 12:26,A1668380100,4859.78,1004-0100,
,,1-1MLK-2,1,1,0,0,1-J31BMH,1-J30J21,25/06/2024 14:41,A1668600992,7312.00,1004-0231,
,,1-2D0J-22,1,1,0,0,1-J31BMH,1-J30J21,07/08/2018 10:47,A1668801206,50437.96,Upper Floor,
,,1-23FA-4,1,1,0,0,1-J31BMH,1-J30J21,16/09/2023 15:45,A1668802805,14075.20,Upper Floor,
,,1-1PKN-4,1,1,0,0,1-J31BMH,1-J30J21,29/02/2024 16:55,A1668842922,3555.75,Upper Floor,
,,1-1TIU-58,1,1,0,0,1-J31BMH,1-J30J21,29/09/2021 17:00,A1668847522,13037.24,9999-9999,
,,1-1ZF7-27,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1668850237,9562.40,9999-9999,
,,1-23KN-2,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1668850481,5729.60,9999-9999,
,,1-2GSN-8,1,1,0,0,1-J31BMH,1-J30J21,29/02/2024 16:43,A1668859022,4617.34,1004-0151,
,,1-2KGO-7,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1669000320,41149.60,FLOOR LWR,
,,1-2GQW-12,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 17:17,A1669008017,25055.63,FLOOR LWR 1,
,,1-2SGC-3,1,1,0,0,1-J31BMH,1-J30J21,05/08/2023 15:39,A1669051003,49595.76,1004-0231,
,,1-23V6-1,2,2,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1669054002,14872.66,9999-9999,
,,1-23V6-2,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1669054102,14973.63,FLOOR LWR 1,
,,1-2H5X-3,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1669061202,15842.99,FLOOR LWR 1,
,,1-1T8I-2,1,1,0,0,1-J31BMH,1-J30J21,20/09/2024 16:00,A1669065401,21138.40,1005-0231,
,,1-2D0J-42,1,1,0,0,1-J31BMH,1-J30J21,25/12/2023 12:56,A1669065802,30497.06,2002-0111,
,,1-1TIU-66,1,1,0,0,1-J31BMH,1-J30J21,18/06/2021 9:39,A1669067301,30497.06,9999-9999,
,,1-1TIU-67,1,1,0,0,1-J31BMH,1-J30J21,30/09/2023 18:41,A1669067401,30497.06,9999-9999,
,,1-2GG5-48,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A1669067701,14337.01,FLOOR LWR,
,,1-2ENY-1,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:14,A1669068201,15842.99,FLOOR LWR 1,
,,1-2E4V-2,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 17:17,A1669100218,142092.86,FLOOR LWR,
,,1-1OEW-3,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A16691020048N84,4042.45,9999-9999,
,,1-2GV1-5,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A1669106318,161204.75,FLOOR LWR 1,
,,1-5CIP-2,1,1,0,0,1-J31BMH,1-J30J21,16/08/2024 16:14,A1672407300,12222.35,1005-0231,
,,1-63BD-1,2,2,0,0,1-J31BMH,1-J30J21,25/03/2023 14:57,A1673280000,606.30,1005-0375,
,,1-58HC-1,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:31,A1674001000,48107.35,FLOOR LWR 1,
,,1-5E9O-1,3,3,0,0,1-J31BMH,1-J30J21,07/10/2023 15:39,A167421070107,16581.03,1005-0271,
,,1-4HM4-102,2,2,0,0,1-J31BMH,1-J30J21,20/09/2024 14:51,A167421090107,18720.54,1005-0271,
,,1-4HM4-104,2,2,0,0,1-J31BMH,1-J30J21,20/09/2024 14:51,A167423890007,15890.46,1005-0271,
,,1-63K4-7,1,1,0,0,1-J31BMH,1-J30J21,05/08/2024 16:53,A1674700401,4189.09,FLOOR LWR,
,,1-97DR-2,1,1,0,0,1-J31BMH,1-J30J21,10/02/2024 10:31,A1674700606,9090.04,1004-0200,
,,1-42D6-542,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:35,A1675404700,3284.39,1004-0151,
,,1-42D6-545,1,1,0,0,1-J31BMH,1-J30J21,06/11/2024 14:58,A1675404800,3778.65,1004-0151,
,,1-5Q7H-1,2,2,0,0,1-J31BMH,1-J30J21,29/08/2022 12:50,A1675845719,1629.00,1005-5191,
,,1-77XC-3,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 17:20,A1676701102,45433.10,FLOOR LWR,
,,1-4LTA-7,4,4,0,0,1-J31BMH,1-J30J21,31/10/2024 11:44,A16768066069G33,5847.41,2004-0471,
,,1-4LTA-8,4,4,0,0,1-J31BMH,1-J30J21,31/10/2024 11:44,A16768072069G33,3521.08,9999-9999,
,,1-4XQU-2,7,7,0,0,1-J31BMH,1-J30J21,22/10/2024 13:05,A16768079069G33,3772.95,9999-9999,
,,1-5EJ7-2,1,1,0,0,1-J31BMH,1-J30J21,14/06/2023 15:26,A1676846600,7759.15,Tools Room,
,,1-4LI0-1,2,2,0,0,1-J31BMH,1-J30J21,06/06/2024 15:03,A1676930000,15820.35,2003-0231,
,,1-4WZ3-3,4,4,0,0,1-J31BMH,1-J30J21,02/11/2024 11:56,A1676931400,15820.35,9999-9999,
,,1-9FVM-8,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A1677258800,22820.47,FLOOR LWR 1,
,,1-9FVM-9,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A1677351602,18761.07,FLOOR LWR 1,
,,1-49HV-155,1,1,0,0,1-J31BMH,1-J30J21,15/11/2024 16:50,A1677802300,49577.57,FLOOR LWR,
,,1-50EI-3,1,1,0,0,1-J31BMH,1-J30J21,17/04/2024 16:29,A1677805400,36254.49,1002-0145,
,,1-57YJ-2,1,1,0,0,1-J31BMH,1-J30J21,18/02/2023 15:08,A16781063059051,69290.47,Upper Floor,
,,1-55AT-4,1,1,0,0,1-J31BMH,1-J30J21,25/03/2023 14:57,A16781066059051,70649.99,Upper Floor,
,,1-4VZX-38,1,1,0,0,1-J31BMH,1-J30J21,05/07/2023 15:04,A1678201701,1232.00,FLOOR LWR 1,
,,1-7OIE-8,2,2,0,0,1-J31BMH,1-J30J21,22/05/2023 13:03,A1678205003,1232.00,1005-0131,
,,1-43PV-427,1,1,0,0,1-J31BMH,1-J30J21,07/01/2022 14:38,A1678205302,4972.00,1005-0361,
,,1-75CS-15,1,1,0,0,1-J31BMH,1-J30J21,13/07/2024 15:37,A1678205402,6715.92,1004-0231,
,,1-4HM4-71,1,1,0,0,1-J31BMH,1-J30J21,19/10/2021 17:21,A1678205800,1232.00,1005-0111,
,,1-35I9-410,3,3,0,0,1-J31BMH,1-J30J21,28/10/2024 12:34,A1678209301,5541.20,1005-0111,
,,1-43PV-431,1,1,0,0,1-J31BMH,1-J30J21,08/02/2023 15:51,A1678302700,18058.40,1004-0191,
,,1-7IFM-3,1,1,0,0,1-J31BMH,1-J30J21,29/10/2024 15:26,A1678304102,15657.60,FLOOR LWR 1,
,,1-7IFM-4,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1678304202,15662.40,FLOOR LWR 1,
,,1-6ZVR-2,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 12:10,A1678304302,22265.60,FLOOR LWR 1,
,,1-4HM4-73,5,5,0,0,1-J31BMH,1-J30J21,11/11/2024 17:29,A1678350200,2534.54,1001-0215,
,,1-4HM4-74,5,5,0,0,1-J31BMH,1-J30J21,11/11/2024 17:29,A1678350400,5498.76,1001-0215,
,,1-9MRN-6,1,1,0,0,1-J31BMH,1-J30J21,01/10/2024 13:08,A1678805109,12855.57,FLOOR LWR 1,
,,1-5TAQ-1,3,3,0,0,1-J31BMH,1-J30J21,04/01/2023 14:37,A1678903100,29364.79,Upper Floor,
,,1-4XMV-1,2,2,0,0,1-J31BMH,1-J30J21,14/10/2024 15:59,A1678903300,9642.88,9999-9999,
