"Material Inventory Id","Material Inventory Name","Material Master ID","Total Quantity","Available Quantity","Reserved Quantity","Blocked Stock Quantity","Location","Division","Created Time","Material Code","Landed Cost","Bin Location","Bin Master ID"
"1-TM-INVENTORY-273","TM-INIT-A1409910055","1-5I-997","2","2","0","0","1-J31BMH","1-J30J21","11/05/2023 16:49","A1409910055","132.00","1005-0100","1-TM-BIN_MASTER-96"
"1-TM-INVENTORY-274","TM-INIT-A1563210006","1-27BL-1","1","1","0","0","1-J31BMH","1-J30J21","26/10/2024 14:40","A1563210006","2050.68","1005-0323","1-TM-BIN_MASTER-121"
"1-TM-INVENTORY-275","TM-INIT-A1563520000","1-2YI8-2","2","2","0","0","1-J31BMH","1-J30J21","24/12/2021 15:19","A1563520000","595.14","1005-0323","1-TM-BIN_MASTER-121"
"1-TM-INVENTORY-276","TM-INIT-A15640102007X45","1-266Z-4","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A15640102007X45","28052.38","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-277","TM-INIT-A1567320211","1-25ZQ-1","1","1","0","0","1-J31BMH","1-J30J21","21/02/2023 11:59","A1567320211","1441.67","1004-0305","1-TM-BIN_MASTER-69"
"1-TM-INVENTORY-278","TM-INIT-A1567351000","1-2H77-3","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A1567351000","9785.62","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-279","TM-INIT-A1568170016","1-25N1-11","1","1","0","0","1-J31BMH","1-J30J21","28/12/2021 15:21","A1568170016","2437.60","1003-0223","1-TM-BIN_MASTER-44"
"1-TM-INVENTORY-280","TM-INIT-A1568200044","1-252V-1","1","1","0","0","1-J31BMH","1-J30J21","29/07/2020 10:25","A1568200044","4289.35","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-281","TM-INIT-A1568200045","1-24Y7-51","2","2","0","0","1-J31BMH","1-J30J21","12/11/2024 17:20","A1568200045","1437.10","1004-0131","1-TM-BIN_MASTER-56"
"1-TM-INVENTORY-282","TM-INIT-A1568800218","1-24Y7-56","1","1","0","0","1-J31BMH","1-J30J21","06/04/2019 12:19","A1568800218","32223.68","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-283","TM-INIT-A1568801200","1-28N6-2","1","1","0","0","1-J31BMH","1-J30J21","28/06/2018 15:29","A1568801200","12511.16","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-284","TM-INIT-A1568804400","1-2RFY-8","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A1568804400","34239.46","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-285","TM-INIT-A1568850081","1-26XE-1","1","1","0","0","1-J31BMH","1-J30J21","30/10/2024 18:00","A1568850081","2656.55","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-286","TM-INIT-A15688507229999","1-2TE7-7","1","1","0","0","1-J31BMH","1-J30J21","08/11/2022 14:42","A15688507229999","3431.20","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-287","TM-INIT-A1568850822","1-26XT-6","1","1","0","0","1-J31BMH","1-J30J21","29/11/2023 14:36","A1568850822","4043.73","UPPER FLOOR BOX","1-TM-BIN_MASTER-477"
"1-TM-INVENTORY-288","TM-INIT-A1568851200","1-2-2751","1","1","0","0","1-J31BMH","1-J30J21","17/04/2024 16:30","A1568851200","9204.05","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-289","TM-INIT-A1568851300","1-285D-13","1","1","0","0","1-J31BMH","1-J30J21","12/11/2024 10:38","A1568851300","9204.05","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-290","TM-INIT-A1568852422","1-267Z-9","1","1","0","0","1-J31BMH","1-J30J21","21/09/2021 13:14","A1568852422","8697.82","2003-0291","1-TM-BIN_MASTER-335"
"1-TM-INVENTORY-291","TM-INIT-A1568855100","1-2RFY-18","1","1","0","0","1-J31BMH","1-J30J21","12/11/2024 10:38","A1568855100","5820.80","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-292","TM-INIT-A1568855500","1-2VTH-3","1","1","0","0","1-J31BMH","1-J30J21","12/11/2024 10:38","A1568855500","2832.80","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-293","TM-INIT-A1568856700","1-2RFY-20","1","1","0","0","1-J31BMH","1-J30J21","12/11/2024 10:38","A1568856700","2713.60","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-294","TM-INIT-A1569003303","1-2ZFW-3","1","1","0","0","1-J31BMH","1-J30J21","21/10/2019 11:38","A1569003303","66572.47","1004-0231","1-TM-BIN_MASTER-63"
"1-TM-INVENTORY-295","TM-INIT-A1569062058","1-22YN-8","1","1","0","0","1-J31BMH","1-J30J21","14/06/2022 13:26","A1569062058","29065.07","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-296","TM-INIT-A1569067800","1-2RFY-27","1","1","0","0","1-J31BMH","1-J30J21","06/04/2019 11:43","A1569067800","84212.24","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-297","TM-INIT-A1644202220","1-24XP-3","1","1","0","0","1-J31BMH","1-J30J21","13/04/2021 16:59","A1644202220","13983.10","1005-0495","1-TM-BIN_MASTER-168"
"1-TM-INVENTORY-298","TM-INIT-A1644202520","1-23UO-2","1","1","0","0","1-J31BMH","1-J30J21","24/05/2021 11:29","A1644202520","15820.44","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-299","TM-INIT-A1644231212","1-QJ8-17","4","4","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A1644231212","11739.67","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-300","TM-INIT-A1644408239","1-12VI-10","1","1","0","0","1-J31BMH","1-J30J21","25/11/2017 11:58","A1644408239","2040.86","1004-0305","1-TM-BIN_MASTER-69"
"1-TM-INVENTORY-301","TM-INIT-A1644700130","1-MIN-10","1","1","0","0","1-J31BMH","1-J30J21","15/07/2019 14:34","A1644700130","1785.85","1005-0351","1-TM-BIN_MASTER-132"
"1-TM-INVENTORY-302","TM-INIT-A1644702464","1-1QPI-4","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A1644702464","3831.44","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-303","TM-INIT-A1644900040","1-22V6-1","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:22","A1644900040","1528.56","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-304","TM-INIT-A1645000049","1-94I-46","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A1645000049","9394.54","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-305","TM-INIT-A1645200532","1-T4E-2","6","6","0","0","1-J31BMH","1-J30J21","30/08/2024 15:13","A1645200532","7434.38","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-306","TM-INIT-A1645200632","1-JSU-6","6","6","0","0","1-J31BMH","1-J30J21","30/08/2024 15:13","A1645200632","16005.91","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-307","TM-INIT-A1645401017","1-IDL-3","7","7","0","0","1-J31BMH","1-J30J21","28/10/2024 15:14","A1645401017","861.95","1005-0355","1-TM-BIN_MASTER-134"
"1-TM-INVENTORY-308","TM-INIT-A16454537049116","1-1PKK-3","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A16454537049116","26958.47","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-309","TM-INIT-A1646904598","1-MKW-3","2","2","0","0","1-J31BMH","1-J30J21","21/09/2017 14:43","A1646904598","13539.66","1005-0485","1-TM-BIN_MASTER-167"
"1-TM-INVENTORY-310","TM-INIT-A1646904698","1-MKW-4","2","2","0","0","1-J31BMH","1-J30J21","30/08/2017 17:32","A1646904698","13539.66","1005-0465","1-TM-BIN_MASTER-164"
"1-TM-INVENTORY-311","TM-INIT-A1646904798","1-1F69-4","1","1","0","0","1-J31BMH","1-J30J21","15/11/2018 15:35","A1646904798","13539.66","1005-0475","1-TM-BIN_MASTER-165"
"1-TM-INVENTORY-312","TM-INIT-A1647401193","1-Y18-7","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A1647401193","6839.63","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-313","TM-INIT-A16481051939650","1-15UE-1","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A16481051939650","51391.01","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-314","TM-INIT-A16481051939775","1-13RY-1","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A16481051939775","51391.01","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-315","TM-INIT-A1648200200","1-2EMM-1","1","1","0","0","1-J31BMH","1-J30J21","04/01/2023 16:37","A1648200200","4609.50","1005-0131","1-TM-BIN_MASTER-99"
"1-TM-INVENTORY-316","TM-INIT-A1648201574","1-UIH-2","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A1648201574","2314.50","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-317","TM-INIT-A1648300084","1-KBS-4","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A1648300084","22676.06","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-318","TM-INIT-A1648300184","1-1TU3-2","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A1648300184","35427.50","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-319","TM-INIT-A164830021864","1-ETW-8","7","7","0","0","1-J31BMH","1-J30J21","02/11/2021 17:55","A164830021864","5628.47","1001-0135","1-TM-BIN_MASTER-5"
"1-TM-INVENTORY-320","TM-INIT-A1648600592","1-1L0J-14","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A1648600592","1845.60","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-321","TM-INIT-A16486010089999","1-OBV-9","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A16486010089999","2676.31","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-322","TM-INIT-A1648850331","1-17WD-6","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A1648850331","1989.94","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-323","TM-INIT-A1649058200","1-23XO-5","1","1","0","0","1-J31BMH","1-J30J21","26/12/2019 17:47","A1649058200","12956.83","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-324","TM-INIT-A1662400618","1-1QZP-3","1","1","0","0","1-J31BMH","1-J30J21","27/12/2019 15:18","A1662400618","5341.22","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-325","TM-INIT-A1663200325","1-1IV1-10","1","1","0","0","1-J31BMH","1-J30J21","07/09/2024 11:57","A1663200325","47209.81","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-326","TM-INIT-A1663200326","1-1XWS-1","3","3","0","0","1-J31BMH","1-J30J21","09/10/2021 16:39","A1663200326","18421.20","2004-0221","1-TM-BIN_MASTER-354"
"1-TM-INVENTORY-327","TM-INIT-A1663205266","1-1YV9-3","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:22","A1663205266","125754.31","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-328","TM-INIT-A1663300207","1-1IV1-19","1","1","0","0","1-J31BMH","1-J30J21","30/06/2019 12:22","A1663300207","57732.58","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-329","TM-INIT-A1663300920","1-1NSL-10","1","1","0","0","1-J31BMH","1-J30J21","25/12/2018 18:14","A1663300920","46948.56","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-330","TM-INIT-A1663301020","1-1QZP-4","1","1","0","0","1-J31BMH","1-J30J21","25/12/2018 18:14","A1663301020","46948.56","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-331","TM-INIT-A1663301707","1-1IV1-8","1","1","0","0","1-J31BMH","1-J30J21","25/12/2018 18:14","A1663301707","36120.88","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-332","TM-INIT-A1663301807","1-1IV1-4","1","1","0","0","1-J31BMH","1-J30J21","25/12/2018 18:14","A1663301807","36120.88","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-333","TM-INIT-A1663330214","1-1IV1-20","2","2","0","0","1-J31BMH","1-J30J21","05/06/2019 17:22","A1663330214","1597.66","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-334","TM-INIT-A1664211300","1-2Q65-6","2","2","0","0","1-J31BMH","1-J30J21","13/07/2024 15:40","A1664211300","12817.17","1005-0291","1-TM-BIN_MASTER-110"
"1-TM-INVENTORY-335","TM-INIT-A1664211400","1-2NMT-1","2","2","0","0","1-J31BMH","1-J30J21","28/10/2024 12:34","A1664211400","14585.23","1005-0291","1-TM-BIN_MASTER-110"
"1-TM-INVENTORY-336","TM-INIT-A1664230181","1-1T96-2","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A1664230181","31625.25","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-337","TM-INIT-A1664230281","1-20FL-8","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A1664230281","31625.25","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-338","TM-INIT-A1664230500","1-2RPM-2","2","2","0","0","1-J31BMH","1-J30J21","08/07/2024 15:19","A1664230500","12260.00","1005-0291","1-TM-BIN_MASTER-110"
"1-TM-INVENTORY-339","TM-INIT-A1664230700","1-2TP2-9","2","2","0","0","1-J31BMH","1-J30J21","28/10/2024 12:34","A1664230700","14585.23","1005-0291","1-TM-BIN_MASTER-110"
"1-TM-INVENTORY-340","TM-INIT-A166528048205","1-2H6P-8","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A166528048205","12572.79","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-341","TM-INIT-A1665400105","1-1YUR-1","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A1665400105","1817.43","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-342","TM-INIT-A1665402350","1-1Y7L-2","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A1665402350","11198.55","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-343","TM-INIT-A1665405609","1-24YA-4","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A1665405609","2945.39","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-344","TM-INIT-A166540570964","1-37QA-4","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A166540570964","2282.25","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-345","TM-INIT-A1666300067","1-1T5I-11","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A1666300067","8235.68","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-346","TM-INIT-A1666801903","1-2Q88-6","1","1","0","0","1-J31BMH","1-J30J21","01/03/2022 15:53","A1666801903","41980.00","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-347","TM-INIT-A1666830091","1-239T-1","1","1","0","0","1-J31BMH","1-J30J21","25/05/2015 12:16","A1666830091","2271.20","1005-0323","1-TM-BIN_MASTER-121"
"1-TM-INVENTORY-348","TM-INIT-A1666900475","1-1LTB-12","1","1","0","0","1-J31BMH","1-J30J21","24/04/2019 11:49","A1666900475","18526.07","Upper Floor(Crtn)","1-TM-BIN_MASTER-478"
"1-TM-INVENTORY-349","TM-INIT-A1667200137","1-1NDO-33","1","1","0","0","1-J31BMH","1-J30J21","07/03/2019 16:53","A1667200137","7433.60","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-350","TM-INIT-A1667200337","1-1NDO-35","1","1","0","0","1-J31BMH","1-J30J21","07/03/2019 16:53","A1667200337","7360.80","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-351","TM-INIT-A1667251310","1-1NDO-37","1","1","0","0","1-J31BMH","1-J30J21","19/02/2019 17:00","A1667251310","18413.95","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-352","TM-INIT-A1667251410","1-1NDO-38","1","1","0","0","1-J31BMH","1-J30J21","07/08/2018 10:46","A1667251410","18413.95","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-353","TM-INIT-A1667251800","1-1ZEJ-2","1","1","0","0","1-J31BMH","1-J30J21","07/08/2018 10:46","A1667251800","19840.33","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-354","TM-INIT-A1667300337","1-1NDO-41","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:22","A1667300337","7724.00","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-355","TM-INIT-A1667600661","1-1RXP-18","1","1","0","0","1-J31BMH","1-J30J21","14/09/2024 11:56","A1667600661","4042.24","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-356","TM-INIT-A16681001019799","1-33Q8-2","1","1","0","0","1-J31BMH","1-J30J21","28/10/2024 12:40","A16681001019799","12497.31","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-357","TM-INIT-A16681001649775","1-13RY-8","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:21","A16681001649775","12497.31","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-358","TM-INIT-A1668100419","1-1HJU-3","1","1","0","0","1-J31BMH","1-J30J21","28/10/2024 12:40","A1668100419","32825.74","1004-0301","1-TM-BIN_MASTER-68"
"1-TM-INVENTORY-359","TM-INIT-A1668100919","1-XU5-14","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:22","A1668100919","8668.58","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-360","TM-INIT-A1668108500","1-2GKZ-1","1","1","0","0","1-J31BMH","1-J30J21","07/08/2018 10:46","A1668108500","51380.69","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-361","TM-INIT-A1668109800","1-2GJW-4","1","1","0","0","1-J31BMH","1-J30J21","19/10/2024 14:37","A1668109800","34179.85","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-362","TM-INIT-A1668110198","1-1M6B-19","1","1","0","0","1-J31BMH","1-J30J21","13/08/2018 13:01","A1668110198","1262.36","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-363","TM-INIT-A1668110777","1-29Z5-1","2","2","0","0","1-J31BMH","1-J30J21","30/11/2023 17:11","A1668110777","650.55","1005-5325","1-TM-BIN_MASTER-171"
"1-TM-INVENTORY-364","TM-INIT-A1668110877","1-29Z5-2","2","2","0","0","1-J31BMH","1-J30J21","30/11/2023 17:11","A1668110877","663.97","1005-5325","1-TM-BIN_MASTER-171"
"1-TM-INVENTORY-365","TM-INIT-A1668200174","1-1NDO-47","1","1","0","0","1-J31BMH","1-J30J21","25/09/2018 12:59","A1668200174","2680.11","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-366","TM-INIT-A166820114528","1-2A3V-25","3","3","0","0","1-J31BMH","1-J30J21","12/11/2024 17:20","A166820114528","4895.80","1005-0111","1-TM-BIN_MASTER-98"
"1-TM-INVENTORY-367","TM-INIT-A1668201264","1-1TIU-51","1","1","0","0","1-J31BMH","1-J30J21","16/03/2017 17:38","A1668201264","28146.77","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-368","TM-INIT-A1668203426","1-1YKL-1","1","1","0","0","1-J31BMH","1-J30J21","19/10/2024 14:37","A1668203426","20048.63","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-369","TM-INIT-A1668260258","1-2HJ6-5","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A1668260258","3237.50","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-370","TM-INIT-A1668262891","1-2NIQ-7","1","1","0","0","1-J31BMH","1-J30J21","22/01/2021 10:24","A1668262891","2219.26","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-371","TM-INIT-A1668300218","1-1O74-5","12","12","0","0","1-J31BMH","1-J30J21","15/11/2024 13:20","A1668300218","2280.28","1001-0131","1-TM-BIN_MASTER-4"
"1-TM-INVENTORY-372","TM-INIT-A16683009548N84","1-23U0-2","1","1","0","0","1-J31BMH","1-J30J21","18/05/2021 9:27","A16683009548N84","5775.20","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-373","TM-INIT-A16683010548N84","1-23U0-3","1","1","0","0","1-J31BMH","1-J30J21","04/02/2021 14:47","A16683010548N84","5537.60","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-374","TM-INIT-A1668307201","1-2LNZ-5","6","6","0","0","1-J31BMH","1-J30J21","28/10/2024 15:14","A1668307201","5992.55","1001-0100","1-TM-BIN_MASTER-1"
"1-TM-INVENTORY-375","TM-INIT-A1668380100","1-3LSK-10","1","1","0","0","1-J31BMH","1-J30J21","27/05/2019 12:26","A1668380100","4859.78","1004-0100","1-TM-BIN_MASTER-54"
"1-TM-INVENTORY-376","TM-INIT-A1668600992","1-1MLK-2","1","1","0","0","1-J31BMH","1-J30J21","25/06/2024 14:41","A1668600992","7312.00","1004-0231","1-TM-BIN_MASTER-63"
"1-TM-INVENTORY-377","TM-INIT-A1668801206","1-2D0J-22","1","1","0","0","1-J31BMH","1-J30J21","07/08/2018 10:47","A1668801206","50437.96","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-378","TM-INIT-A1668802805","1-23FA-4","1","1","0","0","1-J31BMH","1-J30J21","16/09/2023 15:45","A1668802805","14075.20","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-379","TM-INIT-A1668842922","1-1PKN-4","1","1","0","0","1-J31BMH","1-J30J21","29/02/2024 16:55","A1668842922","3555.75","Upper Floor","1-TM-BIN_MASTER-476"
"1-TM-INVENTORY-380","TM-INIT-A1668847522","1-1TIU-58","1","1","0","0","1-J31BMH","1-J30J21","29/09/2021 17:00","A1668847522","13037.24","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-381","TM-INIT-A1668850237","1-1ZF7-27","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A1668850237","9562.40","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-382","TM-INIT-A1668850481","1-23KN-2","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A1668850481","5729.60","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-383","TM-INIT-A1668859022","1-2GSN-8","1","1","0","0","1-J31BMH","1-J30J21","29/02/2024 16:43","A1668859022","4617.34","1004-0151","1-TM-BIN_MASTER-57"
"1-TM-INVENTORY-384","TM-INIT-A1669000320","1-2KGO-7","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A1669000320","41149.60","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-385","TM-INIT-A1669008017","1-2GQW-12","1","1","0","0","1-J31BMH","1-J30J21","12/11/2024 17:17","A1669008017","25055.63","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-386","TM-INIT-A1669051003","1-2SGC-3","1","1","0","0","1-J31BMH","1-J30J21","05/08/2023 15:39","A1669051003","49595.76","1004-0231","1-TM-BIN_MASTER-63"
"1-TM-INVENTORY-387","TM-INIT-A1669054002","1-23V6-1","2","2","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A1669054002","14872.66","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-388","TM-INIT-A1669054102","1-23V6-2","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A1669054102","14973.63","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-389","TM-INIT-A1669061202","1-2H5X-3","1","1","0","0","1-J31BMH","1-J30J21","12/11/2024 10:38","A1669061202","15842.99","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-390","TM-INIT-A1669065401","1-1T8I-2","1","1","0","0","1-J31BMH","1-J30J21","20/09/2024 16:00","A1669065401","21138.40","1005-0231","1-TM-BIN_MASTER-107"
"1-TM-INVENTORY-391","TM-INIT-A1669065802","1-2D0J-42","1","1","0","0","1-J31BMH","1-J30J21","25/12/2023 12:56","A1669065802","30497.06","2002-0111","1-TM-BIN_MASTER-270"
"1-TM-INVENTORY-392","TM-INIT-A1669067301","1-1TIU-66","1","1","0","0","1-J31BMH","1-J30J21","18/06/2021 9:39","A1669067301","30497.06","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-393","TM-INIT-A1669067401","1-1TIU-67","1","1","0","0","1-J31BMH","1-J30J21","30/09/2023 18:41","A1669067401","30497.06","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-394","TM-INIT-A1669067701","1-2GG5-48","1","1","0","0","1-J31BMH","1-J30J21","02/11/2024 11:47","A1669067701","14337.01","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-395","TM-INIT-A1669068201","1-2ENY-1","1","1","0","0","1-J31BMH","1-J30J21","28/10/2024 12:14","A1669068201","15842.99","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-396","TM-INIT-A1669100218","1-2E4V-2","1","1","0","0","1-J31BMH","1-J30J21","12/11/2024 17:17","A1669100218","142092.86","FLOOR LWR","1-TM-BIN_MASTER-456"
"1-TM-INVENTORY-397","TM-INIT-A16691020048N84","1-1OEW-3","1","1","0","0","1-J31BMH","1-J30J21","05/06/2019 17:23","A16691020048N84","4042.45","9999-9999","1-TM-BIN_MASTER-447"
"1-TM-INVENTORY-398","TM-INIT-A1669106318","1-2GV1-5","1","1","0","0","1-J31BMH","1-J30J21","19/10/2024 14:37","A1669106318","161204.75","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-399","TM-INIT-A1672407300","1-5CIP-2","1","1","0","0","1-J31BMH","1-J30J21","16/08/2024 16:14","A1672407300","12222.35","1005-0231","1-TM-BIN_MASTER-107"
"1-TM-INVENTORY-400","TM-INIT-A1673280000","1-63BD-1","2","2","0","0","1-J31BMH","1-J30J21","25/03/2023 14:57","A1673280000","606.30","1005-0375","1-TM-BIN_MASTER-141"
"1-TM-INVENTORY-401","TM-INIT-A1674001000","1-58HC-1","1","1","0","0","1-J31BMH","1-J30J21","12/11/2024 10:31","A1674001000","48107.35","FLOOR LWR 1","1-TM-BIN_MASTER-457"
"1-TM-INVENTORY-402","TM-INIT-A167421070107","1-5E9O-1","3","3","0","0","1-J31BMH","1-J30J21","07/10/2023 15:39","A167421070107","16581.03","1005-0271","1-TM-BIN_MASTER-109"
"1-TM-INVENTORY-403","TM-INIT-A167421090107","1-4HM4-102","2","2","0","0","1-J31BMH","1-J30J21","20/09/2024 14:51","A167421090107","18720.54","1005-0271","1-TM-BIN_MASTER-109"
