Batch ID,Batch Name,Material Master ID,Material Inventory ID,Status,Material Price History,Total Quantity,Available Quantity,Reserved Quantity,Blocked Stock Quantity,Location,Division,Created Time,Material Code
1-TM-BATCH-152,BATCH1-A0019863871,1-5E-812,1-TM-INVENTORY-152,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0019863871
1-TM-BATCH-153,BATCH1-A001986387109,1-2U7U-19,1-TM-INVENTORY-153,Active,,1,1,0,0,1-J31BMH,1-J30J21,01/07/2022 16:06,A001986387109
1-TM-BATCH-154,BATCH1-A001986417109,1-2NHI-8,1-TM-INVENTORY-154,Active,,1,1,0,0,1-J31BMH,1-J30J21,08/11/2019 14:41,A001986417109
1-TM-BATCH-155,BATCH1-A001989210310,1-4S-798,1-TM-INVENTORY-155,Active,,1000,1000,0,0,1-J31BMH,1-J30J21,28/03/2016 11:47,A001989210310
1-TM-BATCH-156,BATCH1-A001989330312,1-MHE-3,1-TM-INVENTORY-156,Active,,450,450,0,0,1-J31BMH,1-J30J21,17/12/2019 15:52,A001989330312
1-TM-BATCH-157,BATCH1-A0019894651,1-5G-95,1-TM-INVENTORY-157,Active,,740,740,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A0019894651
1-TM-BATCH-158,BATCH1-A001989680313,1-QMN-4,1-TM-INVENTORY-158,Active,,9,9,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A001989680313
1-TM-BATCH-159,BATCH1-A001989845109,1-2AET-2,1-TM-INVENTORY-159,Active,,350,350,0,0,1-J31BMH,1-J30J21,16/08/2024 17:02,A001989845109
1-TM-BATCH-160,BATCH1-A001989850313,1-5UKF-12,1-TM-INVENTORY-160,Active,,12,12,0,0,1-J31BMH,1-J30J21,11/03/2024 16:46,A001989850313
1-TM-BATCH-161,BATCH1-A0019898751,1-LQX-1,1-TM-INVENTORY-161,Active,,75,75,0,0,1-J31BMH,1-J30J21,01/12/2020 15:18,A0019898751
1-TM-BATCH-162,BATCH1-A001989945109,1-2K8I-6,1-TM-INVENTORY-162,Active,,4,4,0,0,1-J31BMH,1-J30J21,05/11/2020 17:49,A001989945109
1-TM-BATCH-163,BATCH1-A0019902607,1-23ZZ-8,1-TM-INVENTORY-163,Active,,2,2,0,0,1-J31BMH,1-J30J21,14/10/2024 15:57,A0019902607
1-TM-BATCH-164,BATCH1-A0019904203,1-JTC-1,1-TM-INVENTORY-164,Active,,1,1,0,0,1-J31BMH,1-J30J21,14/12/2015 16:46,A0019904203
1-TM-BATCH-165,BATCH1-A0019904856,1-1QZP-1,1-TM-INVENTORY-165,Active,,2,2,0,0,1-J31BMH,1-J30J21,29/06/2022 16:26,A0019904856
1-TM-BATCH-166,BATCH1-A0019906036,1-56-408,1-TM-INVENTORY-166,Active,,7,7,0,0,1-J31BMH,1-J30J21,24/10/2024 16:31,A0019906036
1-TM-BATCH-167,BATCH1-A0019906550,1-FYR-1,1-TM-INVENTORY-167,Active,,3,3,0,0,1-J31BMH,1-J30J21,21/10/2024 16:20,A0019906550
1-TM-BATCH-168,BATCH1-A0019909522,1-64-863,1-TM-INVENTORY-168,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/02/2018 16:04,A0019909522
1-TM-BATCH-169,BATCH1-A0019919771,1-2RGV-1,1-TM-INVENTORY-169,Active,,8,8,0,0,1-J31BMH,1-J30J21,04/10/2024 15:45,A0019919771
1-TM-BATCH-170,BATCH1-A001993869664,1-OOU-5,1-TM-INVENTORY-170,Active,,1,1,0,0,1-J31BMH,1-J30J21,28/12/2022 16:32,A001993869664
1-TM-BATCH-171,BATCH1-A0019977141,1-5KG-2,1-TM-INVENTORY-171,Active,,2,2,0,0,1-J31BMH,1-J30J21,21/10/2024 16:20,A0019977141
1-TM-BATCH-172,BATCH1-A0019987301,1-1NGW-2,1-TM-INVENTORY-172,Active,,1,1,0,0,1-J31BMH,1-J30J21,23/07/2024 17:24,A0019987301
1-TM-BATCH-173,BATCH1-A0025427419,1-KM5-2,1-TM-INVENTORY-173,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0025427419
1-TM-BATCH-174,BATCH1-A0025427619,1-M32-1,1-TM-INVENTORY-174,Active,,1,1,0,0,1-J31BMH,1-J30J21,29/08/2024 18:00,A0025427619
1-TM-BATCH-175,BATCH1-A0025428819,1-1MAW-90,1-TM-INVENTORY-175,Active,,1,1,0,0,1-J31BMH,1-J30J21,30/09/2023 15:09,A0025428819
1-TM-BATCH-176,BATCH1-A0029864271,1-25SS-1,1-TM-INVENTORY-176,Active,,8000,8000,0,0,1-J31BMH,1-J30J21,13/10/2020 12:42,A0029864271
1-TM-BATCH-177,BATCH1-A002986517112,1-35AD-5275,1-TM-INVENTORY-177,Active,,3,3,0,0,1-J31BMH,1-J30J21,19/10/2024 11:53,A002986517112
1-TM-BATCH-178,BATCH1-A002986517113,1-3SIU-3,1-TM-INVENTORY-178,Active,,2,2,0,0,1-J31BMH,1-J30J21,19/10/2024 11:53,A002986517113
1-TM-BATCH-179,BATCH1-A002989020309,1-28L7-5,1-TM-INVENTORY-179,Active,,5000,5000,0,0,1-J31BMH,1-J30J21,05/05/2017 17:39,A002989020309
1-TM-BATCH-180,BATCH1-A002989065109,1-2W6F-3,1-TM-INVENTORY-180,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A002989065109
1-TM-BATCH-181,BATCH1-A002989075109,1-2RIO-9,1-TM-INVENTORY-181,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A002989075109
1-TM-BATCH-182,BATCH1-A0029902017,1-29VE-2,1-TM-INVENTORY-182,Active,,14,14,0,0,1-J31BMH,1-J30J21,11/11/2024 17:35,A0029902017
1-TM-BATCH-183,BATCH1-A0029903654,1-2XXB-1,1-TM-INVENTORY-183,Active,,2,2,0,0,1-J31BMH,1-J30J21,09/07/2018 16:31,A0029903654
1-TM-BATCH-184,BATCH1-A0029907254,1-2CA8-1,1-TM-INVENTORY-184,Active,,6,6,0,0,1-J31BMH,1-J30J21,20/06/2024 10:43,A0029907254
1-TM-BATCH-185,BATCH1-A0029909503,1-2EB6-2,1-TM-INVENTORY-185,Active,,20,20,0,0,1-J31BMH,1-J30J21,14/11/2024 13:25,A0029909503
1-TM-BATCH-186,BATCH1-A0029934896,1-2O4N-1,1-TM-INVENTORY-186,Active,,1,1,0,0,1-J31BMH,1-J30J21,29/03/2024 15:43,A0029934896
1-TM-BATCH-187,BATCH1-A0029938996,1-1TUF-10,1-TM-INVENTORY-187,Active,,2,2,0,0,1-J31BMH,1-J30J21,23/04/2024 18:37,A0029938996
1-TM-BATCH-188,BATCH1-A0029981701,1-23N4-1,1-TM-INVENTORY-188,Active,,5,5,0,0,1-J31BMH,1-J30J21,02/11/2024 12:07,A0029981701
1-TM-BATCH-189,BATCH1-A0035420819,1-1MAW-98,1-TM-INVENTORY-189,Active,,1,1,0,0,1-J31BMH,1-J30J21,21/09/2024 11:37,A0035420819
1-TM-BATCH-190,BATCH1-A0035464240,1-5C-310,1-TM-INVENTORY-190,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/10/2022 15:22,A0035464240
1-TM-BATCH-191,BATCH1-A0039895485,1-4S-89,1-TM-INVENTORY-191,Active,,3,3,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0039895485
1-TM-BATCH-192,BATCH1-A0039950102,1-35AF-2380,1-TM-INVENTORY-192,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 12:03,A0039950102
1-TM-BATCH-193,BATCH1-A0039981450,1-1ZLE-1,1-TM-INVENTORY-193,Active,,1,1,0,0,1-J31BMH,1-J30J21,27/06/2022 11:55,A0039981450
1-TM-BATCH-194,BATCH1-A004420802041,1-24JI-3,1-TM-INVENTORY-194,Active,,2,2,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A004420802041
1-TM-BATCH-195,BATCH1-A004420872041,1-27Q8-8,1-TM-INVENTORY-195,Active,,2,2,0,0,1-J31BMH,1-J30J21,29/07/2019 17:07,A004420872041
1-TM-BATCH-196,BATCH1-A0049941845,1-5K-714,1-TM-INVENTORY-196,Active,,16,16,0,0,1-J31BMH,1-J30J21,19/10/2024 18:17,A0049941845
1-TM-BATCH-197,BATCH1-A0049943145,1-54-660,1-TM-INVENTORY-197,Active,,9,9,0,0,1-J31BMH,1-J30J21,24/10/2024 16:31,A0049943145
1-TM-BATCH-198,BATCH1-A005420622010,1-2F3A-3,1-TM-INVENTORY-198,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A005420622010
1-TM-BATCH-199,BATCH1-A005420672041,1-29SF-2,1-TM-INVENTORY-199,Active,,2,2,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A005420672041
1-TM-BATCH-200,BATCH1-A005986021009,1-2O7G-3,1-TM-INVENTORY-200,Active,,250,250,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A005986021009
1-TM-BATCH-201,BATCH1-A0059890971,1-ND7-1,1-TM-INVENTORY-201,Active,,56,56,0,0,1-J31BMH,1-J30J21,27/09/2021 15:30,A0059890971
1-TM-BATCH-202,BATCH1-A0059891971,1-68-12,1-TM-INVENTORY-202,Active,,1400,1400,0,0,1-J31BMH,1-J30J21,19/03/2024 15:13,A0059891971
1-TM-BATCH-203,BATCH1-A0059902050,1-28MY-3,1-TM-INVENTORY-203,Active,,6,6,0,0,1-J31BMH,1-J30J21,29/02/2020 16:54,A0059902050
1-TM-BATCH-204,BATCH1-A0059904750,1-2HER-1,1-TM-INVENTORY-204,Active,,2,2,0,0,1-J31BMH,1-J30J21,02/09/2024 12:10,A0059904750
1-TM-BATCH-205,BATCH1-A0059905050,1-2AEZ-1,1-TM-INVENTORY-205,Active,,2,2,0,0,1-J31BMH,1-J30J21,31/07/2024 16:14,A0059905050
1-TM-BATCH-206,BATCH1-A0059909612,1-29OQ-2,1-TM-INVENTORY-206,Active,,3,3,0,0,1-J31BMH,1-J30J21,28/06/2022 13:34,A0059909612
1-TM-BATCH-207,BATCH1-A006420012064,1-2VUM-6,1-TM-INVENTORY-207,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A006420012064
1-TM-BATCH-208,BATCH1-A0064208020,1-1SK1-2,1-TM-INVENTORY-208,Active,,2,2,0,0,1-J31BMH,1-J30J21,03/02/2015 16:54,A0064208020
1-TM-BATCH-209,BATCH1-A006540508128,1-2QS8-15,1-TM-INVENTORY-209,Active,,5,5,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A006540508128
1-TM-BATCH-210,BATCH1-A0065429020,1-1NN0-46,1-TM-INVENTORY-210,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A0065429020
1-TM-BATCH-211,BATCH1-A0065451201,1-2I5U-2,1-TM-INVENTORY-211,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/06/2019 13:20,A0065451201
1-TM-BATCH-212,BATCH1-A0065451501,1-2SSW-13,1-TM-INVENTORY-212,Active,,1,1,0,0,1-J31BMH,1-J30J21,10/08/2018 11:19,A0065451501
1-TM-BATCH-213,BATCH1-A006989778510,1-2IMW-2,1-TM-INVENTORY-213,Active,,1,1,0,0,1-J31BMH,1-J30J21,24/09/2016 15:19,A006989778510
1-TM-BATCH-214,BATCH1-A006989848510,1-4S-802,1-TM-INVENTORY-214,Active,,25,25,0,0,1-J31BMH,1-J30J21,18/10/2024 12:14,A006989848510
1-TM-BATCH-215,BATCH1-A0069901000,1-2NQJ-62,1-TM-INVENTORY-215,Active,,1,1,0,0,1-J31BMH,1-J30J21,03/10/2024 17:47,A0069901000
1-TM-BATCH-216,BATCH1-A0069971990,1-5W-847,1-TM-INVENTORY-216,Active,,2,2,0,0,1-J31BMH,1-J30J21,21/09/2019 11:49,A0069971990
1-TM-BATCH-217,BATCH1-A007420672064,1-4T2N-2,1-TM-INVENTORY-217,Active,,2,2,0,0,1-J31BMH,1-J30J21,06/08/2022 16:54,A007420672064
1-TM-BATCH-218,BATCH1-A0074206920,1-1-2358,1-TM-INVENTORY-218,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0074206920
1-TM-BATCH-219,BATCH1-A0074209420,1-24K0-4,1-TM-INVENTORY-219,Active,,1,1,0,0,1-J31BMH,1-J30J21,31/05/2023 11:10,A0074209420
1-TM-BATCH-220,BATCH1-A0075421318,1-PPR-1,1-TM-INVENTORY-220,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/11/2024 11:47,A0075421318
1-TM-BATCH-221,BATCH1-A0075426920,1-266W-1,1-TM-INVENTORY-221,Active,,1,1,0,0,1-J31BMH,1-J30J21,21/11/2019 16:47,A0075426920
1-TM-BATCH-222,BATCH1-A0084200820,1-247R-2,1-TM-INVENTORY-222,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/03/2024 16:37,A0084200820
1-TM-BATCH-223,BATCH1-A0084201720,1-2K0L-3,1-TM-INVENTORY-223,Active,,1,1,0,0,1-J31BMH,1-J30J21,26/03/2022 16:27,A0084201720
1-TM-BATCH-224,BATCH1-A0099898271,1-82S-2,1-TM-INVENTORY-224,Active,,1,1,0,0,1-J31BMH,1-J30J21,23/10/2018 16:09,A0099898271
1-TM-BATCH-225,BATCH1-A0109902204,1-1A5J-1,1-TM-INVENTORY-225,Active,,1,1,0,0,1-J31BMH,1-J30J21,04/05/2023 12:06,A0109902204
1-TM-BATCH-226,BATCH1-A0109905004,1-2FHY-1,1-TM-INVENTORY-226,Active,,2,2,0,0,1-J31BMH,1-J30J21,24/09/2022 12:31,A0109905004
1-TM-BATCH-227,BATCH1-A0115458426,1-4S-96,1-TM-INVENTORY-227,Active,,3,3,0,0,1-J31BMH,1-J30J21,25/04/2024 14:31,A0115458426
1-TM-BATCH-228,BATCH1-A0119887678,1-54-152,1-TM-INVENTORY-228,Active,,8,8,0,0,1-J31BMH,1-J30J21,30/03/2024 12:59,A0119887678
1-TM-BATCH-229,BATCH1-A0135451426,1-1QK0-5,1-TM-INVENTORY-229,Active,,5,5,0,0,1-J31BMH,1-J30J21,25/04/2024 14:31,A0135451426
1-TM-BATCH-230,BATCH1-A0185458626,1-2ZAX-6,1-TM-INVENTORY-230,Active,,1,1,0,0,1-J31BMH,1-J30J21,09/04/2024 18:28,A0185458626
1-TM-BATCH-231,BATCH1-A019997044564,1-57W8-29,1-TM-INVENTORY-231,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/09/2024 14:40,A019997044564
1-TM-BATCH-232,BATCH1-A0199971745,1-2ADA-1,1-TM-INVENTORY-232,Active,,2,2,0,0,1-J31BMH,1-J30J21,15/01/2022 14:23,A0199971745
1-TM-BATCH-233,BATCH1-A0219976545,1-12TL-2,1-TM-INVENTORY-233,Active,,1,1,0,0,1-J31BMH,1-J30J21,16/05/2023 18:20,A0219976545
1-TM-BATCH-234,BATCH1-A0229976045,1-VGW-4,1-TM-INVENTORY-234,Active,,2,2,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0229976045
1-TM-BATCH-235,BATCH1-A0229978045,1-2A2S-7,1-TM-INVENTORY-235,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0229978045
1-TM-BATCH-236,BATCH1-A023997634565,1-4G2H-3,1-TM-INVENTORY-236,Active,,2,2,0,0,1-J31BMH,1-J30J21,24/09/2022 12:31,A023997634565
1-TM-BATCH-237,BATCH1-A023997654564,1-35AH-5513,1-TM-INVENTORY-237,Active,,1,1,0,0,1-J31BMH,1-J30J21,11/06/2024 18:19,A023997654564
1-TM-BATCH-238,BATCH1-A0259971845,1-1MAW-194,1-TM-INVENTORY-238,Active,,3,3,0,0,1-J31BMH,1-J30J21,28/09/2024 16:29,A0259971845
1-TM-BATCH-239,BATCH1-A0279979345,1-2SSN-5,1-TM-INVENTORY-239,Active,,1,1,0,0,1-J31BMH,1-J30J21,21/03/2020 12:37,A0279979345
1-TM-BATCH-240,BATCH1-A0295455528,1-5O-897,1-TM-INVENTORY-240,Active,,2,2,0,0,1-J31BMH,1-J30J21,01/09/2015 14:24,A0295455528
1-TM-BATCH-241,BATCH1-A0335459326,1-35AH-2705,1-TM-INVENTORY-241,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/08/2021 14:50,A0335459326
1-TM-BATCH-242,BATCH1-A057545642864,1-430F-1072,1-TM-INVENTORY-242,Active,,1,1,0,0,1-J31BMH,1-J30J21,02/08/2021 14:50,A057545642864
1-TM-BATCH-243,BATCH1-A0919057201,1-2YYP-1,1-TM-INVENTORY-243,Active,,1,1,0,0,1-J31BMH,1-J30J21,21/12/2020 16:41,A0919057201
1-TM-BATCH-244,BATCH1-A0949908907,1-65CC-937,1-TM-INVENTORY-244,Active,,6,6,0,0,1-J31BMH,1-J30J21,10/10/2024 15:11,A0949908907
1-TM-BATCH-245,BATCH1-A0994710600,1-34LU-1,1-TM-INVENTORY-245,Active,,8,8,0,0,1-J31BMH,1-J30J21,07/02/2024 18:29,A0994710600
1-TM-BATCH-246,BATCH1-A0995002003,1-26EB-23,1-TM-INVENTORY-246,Active,,1,1,0,0,1-J31BMH,1-J30J21,26/02/2022 13:29,A0995002003
1-TM-BATCH-247,BATCH1-A0995007303,1-2DIF-10,1-TM-INVENTORY-247,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A0995007303
1-TM-BATCH-248,BATCH1-A0995460100,1-2W2M-1,1-TM-INVENTORY-248,Active,,1,1,0,0,1-J31BMH,1-J30J21,14/08/2018 12:38,A0995460100
1-TM-BATCH-249,BATCH1-A0997400400,1-2L36-1,1-TM-INVENTORY-249,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A0997400400
1-TM-BATCH-250,BATCH1-A09976019019197,1-41TE-927,1-TM-INVENTORY-250,Active,,1,1,0,0,1-J31BMH,1-J30J21,07/08/2024 15:41,A09976019019197
1-TM-BATCH-251,BATCH1-A09981036027956,1-9OT7-56,1-TM-INVENTORY-251,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A09981036027956
1-TM-BATCH-252,BATCH1-A0998104403,1-ARFN-2,1-TM-INVENTORY-252,Active,,1,1,0,0,1-J31BMH,1-J30J21,19/10/2024 14:37,A0998104403
1-TM-BATCH-253,BATCH1-A09981104009775,1-35AH-7038,1-TM-INVENTORY-253,Active,,1,1,0,0,1-J31BMH,1-J30J21,18/01/2024 11:33,A09981104009775
1-TM-BATCH-254,BATCH1-A0998300100,1-2Y0V-1,1-TM-INVENTORY-254,Active,,1,1,0,0,1-J31BMH,1-J30J21,24/09/2022 12:31,A0998300100
1-TM-BATCH-255,BATCH1-A0999063502,1-35AF-3888,1-TM-INVENTORY-255,Active,,6,6,0,0,1-J31BMH,1-J30J21,22/10/2024 11:55,A0999063502
1-TM-BATCH-256,BATCH1-A0999063603,1-6X17-4,1-TM-INVENTORY-256,Active,,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:14,A0999063603
1-TM-BATCH-257,BATCH1-A099906380364,1-6MZ7-1,1-TM-INVENTORY-257,Active,,1,1,0,0,1-J31BMH,1-J30J21,28/10/2024 12:14,A099906380364
1-TM-BATCH-258,BATCH1-A1120940104,1-5A-704,1-TM-INVENTORY-258,Active,,3,3,0,0,1-J31BMH,1-J30J21,08/08/2015 16:15,A1120940104
1-TM-BATCH-259,BATCH1-A1175450800,1-2RZL-3,1-TM-INVENTORY-259,Active,,4,4,0,0,1-J31BMH,1-J30J21,04/10/2018 12:22,A1175450800
1-TM-BATCH-260,BATCH1-A1177250110,1-27BR-17,1-TM-INVENTORY-260,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1177250110
1-TM-BATCH-261,BATCH1-A1178101900,1-2HHY-1,1-TM-INVENTORY-261,Active,,1,1,0,0,1-J31BMH,1-J30J21,22/02/2019 16:51,A1178101900
1-TM-BATCH-262,BATCH1-A1178170016,1-23D9-1,1-TM-INVENTORY-262,Active,,1,1,0,0,1-J31BMH,1-J30J21,27/09/2019 17:48,A1178170016
1-TM-BATCH-263,BATCH1-A1178200045,1-2FY6-22,1-TM-INVENTORY-263,Active,,3,3,0,0,1-J31BMH,1-J30J21,20/07/2024 18:29,A1178200045
1-TM-BATCH-264,BATCH1-A1178850325,1-26XT-2,1-TM-INVENTORY-264,Active,,1,1,0,0,1-J31BMH,1-J30J21,20/04/2019 14:51,A1178850325
1-TM-BATCH-265,BATCH1-A1178854000,1-2GSN-2,1-TM-INVENTORY-265,Active,,1,1,0,0,1-J31BMH,1-J30J21,18/08/2022 15:31,A1178854000
1-TM-BATCH-266,BATCH1-A1179008600,1-27BR-39,1-TM-INVENTORY-266,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1179008600
1-TM-BATCH-267,BATCH1-A1179066600,1-27BR-45,1-TM-INVENTORY-267,Active,,1,1,0,0,1-J31BMH,1-J30J21,22/05/2018 10:38,A1179066600
1-TM-BATCH-268,BATCH1-A1248980765,1-66-272,1-TM-INVENTORY-268,Active,,1,1,0,0,1-J31BMH,1-J30J21,23/09/2023 17:53,A1248980765
1-TM-BATCH-269,BATCH1-A1249900492,1-66-676,1-TM-INVENTORY-269,Active,,46,46,0,0,1-J31BMH,1-J30J21,31/10/2024 12:23,A1249900492
1-TM-BATCH-270,BATCH1-A12499005929051,1-56-930,1-TM-INVENTORY-270,Active,,4,4,0,0,1-J31BMH,1-J30J21,11/09/2020 10:18,A12499005929051
1-TM-BATCH-271,BATCH1-A1330940104,1-23D9-2,1-TM-INVENTORY-271,Active,,1,1,0,0,1-J31BMH,1-J30J21,28/04/2017 15:05,A1330940104
1-TM-BATCH-272,BATCH1-A1402710060,1-68-571,1-TM-INVENTORY-272,Active,,1,1,0,0,1-J31BMH,1-J30J21,22/10/2022 16:53,A1402710060
1-TM-BATCH-273,BATCH1-A1409910055,1-5I-997,1-TM-INVENTORY-273,Active,,2,2,0,0,1-J31BMH,1-J30J21,11/05/2023 16:49,A1409910055
1-TM-BATCH-274,BATCH1-A1563210006,1-27BL-1,1-TM-INVENTORY-274,Active,,1,1,0,0,1-J31BMH,1-J30J21,26/10/2024 14:40,A1563210006
1-TM-BATCH-275,BATCH1-A1563520000,1-2YI8-2,1-TM-INVENTORY-275,Active,,2,2,0,0,1-J31BMH,1-J30J21,24/12/2021 15:19,A1563520000
1-TM-BATCH-276,BATCH1-A15640102007X45,1-266Z-4,1-TM-INVENTORY-276,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A15640102007X45
1-TM-BATCH-277,BATCH1-A1567320211,1-25ZQ-1,1-TM-INVENTORY-277,Active,,1,1,0,0,1-J31BMH,1-J30J21,21/02/2023 11:59,A1567320211
1-TM-BATCH-278,BATCH1-A1567351000,1-2H77-3,1-TM-INVENTORY-278,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1567351000
1-TM-BATCH-279,BATCH1-A1568170016,1-25N1-11,1-TM-INVENTORY-279,Active,,1,1,0,0,1-J31BMH,1-J30J21,28/12/2021 15:21,A1568170016
1-TM-BATCH-280,BATCH1-A1568200044,1-252V-1,1-TM-INVENTORY-280,Active,,1,1,0,0,1-J31BMH,1-J30J21,29/07/2020 10:25,A1568200044
1-TM-BATCH-281,BATCH1-A1568200045,1-24Y7-51,1-TM-INVENTORY-281,Active,,2,2,0,0,1-J31BMH,1-J30J21,12/11/2024 17:20,A1568200045
1-TM-BATCH-282,BATCH1-A1568800218,1-24Y7-56,1-TM-INVENTORY-282,Active,,1,1,0,0,1-J31BMH,1-J30J21,06/04/2019 12:19,A1568800218
1-TM-BATCH-283,BATCH1-A1568801200,1-28N6-2,1-TM-INVENTORY-283,Active,,1,1,0,0,1-J31BMH,1-J30J21,28/06/2018 15:29,A1568801200
1-TM-BATCH-284,BATCH1-A1568804400,1-2RFY-8,1-TM-INVENTORY-284,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1568804400
1-TM-BATCH-285,BATCH1-A1568850081,1-26XE-1,1-TM-INVENTORY-285,Active,,1,1,0,0,1-J31BMH,1-J30J21,30/10/2024 18:00,A1568850081
1-TM-BATCH-286,BATCH1-A15688507229999,1-2TE7-7,1-TM-INVENTORY-286,Active,,1,1,0,0,1-J31BMH,1-J30J21,08/11/2022 14:42,A15688507229999
1-TM-BATCH-287,BATCH1-A1568850822,1-26XT-6,1-TM-INVENTORY-287,Active,,1,1,0,0,1-J31BMH,1-J30J21,29/11/2023 14:36,A1568850822
1-TM-BATCH-288,BATCH1-A1568851200,1-2-2751,1-TM-INVENTORY-288,Active,,1,1,0,0,1-J31BMH,1-J30J21,17/04/2024 16:30,A1568851200
1-TM-BATCH-289,BATCH1-A1568851300,1-285D-13,1-TM-INVENTORY-289,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1568851300
1-TM-BATCH-290,BATCH1-A1568852422,1-267Z-9,1-TM-INVENTORY-290,Active,,1,1,0,0,1-J31BMH,1-J30J21,21/09/2021 13:14,A1568852422
1-TM-BATCH-291,BATCH1-A1568855100,1-2RFY-18,1-TM-INVENTORY-291,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1568855100
1-TM-BATCH-292,BATCH1-A1568855500,1-2VTH-3,1-TM-INVENTORY-292,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1568855500
1-TM-BATCH-293,BATCH1-A1568856700,1-2RFY-20,1-TM-INVENTORY-293,Active,,1,1,0,0,1-J31BMH,1-J30J21,12/11/2024 10:38,A1568856700
1-TM-BATCH-294,BATCH1-A1569003303,1-2ZFW-3,1-TM-INVENTORY-294,Active,,1,1,0,0,1-J31BMH,1-J30J21,21/10/2019 11:38,A1569003303
1-TM-BATCH-295,BATCH1-A1569062058,1-22YN-8,1-TM-INVENTORY-295,Active,,1,1,0,0,1-J31BMH,1-J30J21,14/06/2022 13:26,A1569062058
1-TM-BATCH-296,BATCH1-A1569067800,1-2RFY-27,1-TM-INVENTORY-296,Active,,1,1,0,0,1-J31BMH,1-J30J21,06/04/2019 11:43,A1569067800
1-TM-BATCH-297,BATCH1-A1644202220,1-24XP-3,1-TM-INVENTORY-297,Active,,1,1,0,0,1-J31BMH,1-J30J21,13/04/2021 16:59,A1644202220
1-TM-BATCH-298,BATCH1-A1644202520,1-23UO-2,1-TM-INVENTORY-298,Active,,1,1,0,0,1-J31BMH,1-J30J21,24/05/2021 11:29,A1644202520
1-TM-BATCH-299,BATCH1-A1644231212,1-QJ8-17,1-TM-INVENTORY-299,Active,,4,4,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1644231212
1-TM-BATCH-300,BATCH1-A1644408239,1-12VI-10,1-TM-INVENTORY-300,Active,,1,1,0,0,1-J31BMH,1-J30J21,25/11/2017 11:58,A1644408239
1-TM-BATCH-301,BATCH1-A1644700130,1-MIN-10,1-TM-INVENTORY-301,Active,,1,1,0,0,1-J31BMH,1-J30J21,15/07/2019 14:34,A1644700130
1-TM-BATCH-302,BATCH1-A1644702464,1-1QPI-4,1-TM-INVENTORY-302,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:21,A1644702464
1-TM-BATCH-303,BATCH1-A1644900040,1-22V6-1,1-TM-INVENTORY-303,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:22,A1644900040
1-TM-BATCH-304,BATCH1-A1645000049,1-94I-46,1-TM-INVENTORY-304,Active,,1,1,0,0,1-J31BMH,1-J30J21,05/06/2019 17:23,A1645000049
